frequency,s11
2.2,-5.284285772533797
2.204,-5.94230004505691
2.208,-5.925471582329353
2.212,-6.171724101271784
2.216,-6.099804372967252
2.22,-5.717972275439853
2.224,-5.702342368544802
2.228,-6.258254333540058
2.232,-6.596736710630198
2.236,-7.542683149567586
2.24,-7.732506985628155
2.244,-6.637204672868799
2.248,-5.992519835296662
2.2520000000000002,-7.465411647715255
2.2560000000000002,-6.831152349124953
2.2600000000000002,-6.927874107301371
2.2640000000000002,-7.958337424494087
2.2680000000000002,-7.619474500500566
2.2720000000000002,-7.534301856237492
2.2760000000000002,-8.010247372156797
2.2800000000000002,-8.24247384691658
2.2840000000000003,-8.058579390843803
2.2880000000000003,-8.95008722830036
2.2920000000000003,-8.85280174326304
2.2960000000000003,-9.973244921024445
2.3000000000000003,-9.565205819447794
2.3040000000000003,-10.487513926506349
2.3080000000000003,-9.973870692859954
2.3120000000000003,-10.272009653747041
2.3160000000000003,-10.670294555643663
2.3200000000000003,-12.404691828219645
2.3240000000000003,-12.163137277500654
2.3280000000000003,-11.666005733003384
2.3320000000000003,-13.79131847680839
2.3360000000000003,-13.89199947606345
2.3400000000000003,-13.456088830569382
2.3440000000000003,-14.429845640140124
2.3480000000000003,-14.610717063796425
2.3520000000000003,-16.139112690581236
2.3560000000000003,-15.355268008786934
2.3600000000000003,-16.638121439106804
2.3640000000000003,-17.383886367813368
2.3680000000000003,-18.545505950151163
2.3720000000000003,-19.99336087800961
2.3760000000000003,-20.095424582756113
2.3800000000000003,-21.33926081806114
2.3840000000000003,-22.30839113111981
2.3880000000000003,-22.21287748311917
2.3920000000000003,-23.13257649324273
2.396,-25.29620714145059
2.4000000000000004,-24.695980218664065
2.404,-25.450189776718293
2.4080000000000004,-26.474355446276483
2.412,-26.8892784501063
2.4160000000000004,-28.44329214229456
2.42,-29.775734447177523
2.424,-28.94819803365944
2.428,-30.12677910660506
2.432,-30.71023311373098
2.436,-31.28486188933782
2.44,-31.16276549928554
2.444,-31.516046973205103
2.448,-32.49689517412117
2.452,-32.869236077195914
2.456,-32.418383928700955
2.46,-32.08590169238049
2.464,-32.66660435515013
2.468,-33.00414192324201
2.472,-32.50771657480128
2.476,-32.94402691175031
2.48,-32.4028986681241
2.484,-33.23631146902684
2.488,-32.310065483741894
2.492,-32.25257861965784
2.496,-33.019751200703425
2.5,-32.0853640015957
2.504,-31.83252999123086
2.508,-31.656471384554468
2.512,-30.093626069855404
2.516,-30.188662163373987
2.52,-29.344890427456935
2.524,-27.092203166931125
2.528,-25.685560216710567
2.532,-25.541024794832705
2.536,-23.534861411383662
2.54,-22.151853346919808
2.544,-21.041966187283283
2.548,-19.16457809696995
2.552,-17.844781461244402
2.556,-17.77112191326344
2.56,-16.43102923446335
2.564,-15.530492551791657
2.568,-14.066227129675529
2.572,-14.465991482966043
2.576,-14.32651653349886
2.58,-13.134867208195338
2.584,-11.921247639937029
2.588,-11.904544862469043
2.592,-11.802504674142988
2.596,-10.531766564895408
2.6,-10.214194620333956
