frequency,s11
2.2,-13.744476740495342
2.204,-12.384520759916857
2.208,-14.778820665398927
2.212,-14.995052232217388
2.216,-16.26422844459032
2.22,-16.040555421076814
2.224,-16.827195596621255
2.228,-16.91591321137799
2.232,-17.280669087547153
2.236,-17.976483902850365
2.24,-18.79517919202854
2.244,-17.645631993393962
2.248,-18.357413673111708
2.2520000000000002,-19.031003603988086
2.2560000000000002,-19.185147974663085
2.2600000000000002,-18.663530630110735
2.2640000000000002,-19.13017780451474
2.2680000000000002,-19.674329363497762
2.2720000000000002,-19.587189089624797
2.2760000000000002,-18.89463549195217
2.2800000000000002,-19.017024067375242
2.2840000000000003,-19.729831637739366
2.2880000000000003,-19.715854068178103
2.2920000000000003,-18.985605034091666
2.2960000000000003,-20.06969430269795
2.3000000000000003,-19.46568742337633
2.3040000000000003,-20.35660885820841
2.3080000000000003,-19.002727198246312
2.3120000000000003,-19.369471222121955
2.3160000000000003,-19.919318938014552
2.3200000000000003,-20.544035980672604
2.3240000000000003,-19.626044639105984
2.3280000000000003,-20.746734304920665
2.3320000000000003,-20.344308154847244
2.3360000000000003,-21.30871871585246
2.3400000000000003,-20.841856265624443
2.3440000000000003,-21.415904952163793
2.3480000000000003,-21.462975897410644
2.3520000000000003,-21.524905084864038
2.3560000000000003,-23.17389343472898
2.3600000000000003,-22.76413164546652
2.3640000000000003,-24.16839809510361
2.3680000000000003,-23.112087219507696
2.3720000000000003,-23.97793874851541
2.3760000000000003,-24.833028201012265
2.3800000000000003,-24.965199393641065
2.3840000000000003,-25.939975960516517
2.3880000000000003,-26.22276706456544
2.3920000000000003,-26.457498769741733
2.396,-27.9305090079058
2.4000000000000004,-28.863222054746743
2.404,-29.948905676043623
2.4080000000000004,-31.010604701601988
2.412,-31.80231645389272
2.4160000000000004,-32.266998774938294
2.42,-32.65721269906008
2.424,-32.23533254492107
2.428,-32.76425198245106
2.432,-31.704296300827387
2.436,-31.524857990200992
2.44,-31.88226231380861
2.444,-31.862134694288173
2.448,-31.151046613381602
2.452,-31.762124062184547
2.456,-31.2577561041444
2.46,-31.294215262831965
2.464,-31.53557911477551
2.468,-32.40525290327023
2.472,-33.01155369060704
2.476,-32.00126357331146
2.48,-32.80927906415809
2.484,-34.99283710234537
2.488,-34.2088344938099
2.492,-33.84411108030617
2.496,-33.89397298657416
2.5,-34.27972336505125
2.504,-34.7501390852087
2.508,-35.0
2.512,-35.0
2.516,-35.0
2.52,-35.0
2.524,-35.0
2.528,-35.0
2.532,-35.0
2.536,-35.0
2.54,-35.0
2.544,-35.0
2.548,-35.0
2.552,-35.0
2.556,-35.0
2.56,-35.0
2.564,-35.0
2.568,-35.0
2.572,-35.0
2.576,-35.0
2.58,-35.0
2.584,-35.0
2.588,-35.0
2.592,-35.0
2.596,-35.0
2.6,-35.0
