frequency,s11
2.2,-8.004109658991048
2.204,-8.411662657272084
2.208,-7.40840431384085
2.212,-7.963868521859842
2.216,-7.970869357953957
2.22,-7.626882508212802
2.224,-8.54208153406271
2.228,-8.774433367263274
2.232,-8.139985396317483
2.236,-8.737150241337618
2.24,-8.82586605578678
2.244,-10.135273581678598
2.248,-9.798594527919978
2.2520000000000002,-9.709562512569693
2.2560000000000002,-8.90131788574906
2.2600000000000002,-10.232554536104356
2.2640000000000002,-11.092206037511849
2.2680000000000002,-11.110151484779696
2.2720000000000002,-10.887986242152992
2.2760000000000002,-12.406614851297318
2.2800000000000002,-11.798835786218401
2.2840000000000003,-12.761968235235981
2.2880000000000003,-13.470067607920102
2.2920000000000003,-14.022582739620969
2.2960000000000003,-14.555363629515796
2.3000000000000003,-14.396994079721605
2.3040000000000003,-16.39258012160978
2.3080000000000003,-16.622269749524097
2.3120000000000003,-17.211057010131643
2.3160000000000003,-18.12781502564044
2.3200000000000003,-18.517144962500176
2.3240000000000003,-19.147768639933563
2.3280000000000003,-20.492593123923626
2.3320000000000003,-21.287269744918728
2.3360000000000003,-20.833117718304937
2.3400000000000003,-23.13591193818783
2.3440000000000003,-23.732183752627943
2.3480000000000003,-24.0123539924324
2.3520000000000003,-24.710787143979804
2.3560000000000003,-25.48251606585334
2.3600000000000003,-26.231717805679775
2.3640000000000003,-27.492029121543087
2.3680000000000003,-26.956168708775852
2.3720000000000003,-27.23956200822291
2.3760000000000003,-28.134330957490093
2.3800000000000003,-26.959250677884988
2.3840000000000003,-28.896500876182145
2.3880000000000003,-29.505798653068894
2.3920000000000003,-28.71142808195512
2.396,-29.152466424146958
2.4000000000000004,-28.452196800597594
2.404,-29.908406951909217
2.4080000000000004,-28.13836299246228
2.412,-29.86759310585232
2.4160000000000004,-29.6528176696799
2.42,-30.005890011653236
2.424,-29.639795921721145
2.428,-29.27313436217089
2.432,-29.340493865328956
2.436,-28.922589187228656
2.44,-27.785037498812194
2.444,-27.611541000966014
2.448,-27.579905922197522
2.452,-24.181226010635882
2.456,-25.23039101087005
2.46,-24.931953983631413
2.464,-23.358858038661964
2.468,-21.8459622165855
2.472,-21.18685101681475
2.476,-20.7187208767557
2.48,-19.63695646226483
2.484,-18.44987470958999
2.488,-17.422516237763332
2.492,-17.162425312963542
2.496,-15.886087326203725
2.5,-15.975414353190905
2.504,-14.277768733529731
2.508,-14.408657068833215
2.512,-13.68508541794033
2.516,-13.18073911657713
2.52,-13.034764822080508
2.524,-12.311846110239376
2.528,-11.698172698544402
2.532,-11.065353227857749
2.536,-10.460602126081124
2.54,-10.260404687835859
2.544,-10.125411562536643
2.548,-10.687292096096623
2.552,-10.433240726289789
2.556,-9.299538309327538
2.56,-9.500836617655414
2.564,-9.917777608507786
2.568,-8.873760320368746
2.572,-9.101414132897906
2.576,-9.111716001606252
2.58,-9.513447932564532
2.584,-8.893119588444664
2.588,-9.05703870940494
2.592,-9.02786325100614
2.596,-8.764354399519044
2.6,-8.542086858843895
