frequency,s11
2.2,-12.31917444918958
2.204,-13.566424777092186
2.208,-13.614043347023244
2.212,-12.60903976181308
2.216,-14.29194046335457
2.22,-14.980554217246691
2.224,-14.959323426070235
2.228,-15.96486511725962
2.232,-15.978605025250681
2.236,-15.852515780069252
2.24,-17.08654222531591
2.244,-16.759713090047796
2.248,-17.696381235692495
2.2520000000000002,-17.576231725151835
2.2560000000000002,-19.111025831322088
2.2600000000000002,-18.988627189370973
2.2640000000000002,-19.411328131656102
2.2680000000000002,-20.159085917001484
2.2720000000000002,-20.859416889928255
2.2760000000000002,-20.631904229247983
2.2800000000000002,-22.113636620416877
2.2840000000000003,-21.794565750645898
2.2880000000000003,-23.253383156176888
2.2920000000000003,-23.299186923850655
2.2960000000000003,-24.50799436603365
2.3000000000000003,-27.159867759693068
2.3040000000000003,-27.794400806028744
2.3080000000000003,-29.302761659394424
2.3120000000000003,-30.316382779080275
2.3160000000000003,-31.13683905326572
2.3200000000000003,-30.646366316914552
2.3240000000000003,-32.15793269399568
2.3280000000000003,-32.09249488316629
2.3320000000000003,-32.20758924395032
2.3360000000000003,-32.281111785411305
2.3400000000000003,-31.970338428486226
2.3440000000000003,-31.008752086710725
2.3480000000000003,-31.63930426051006
2.3520000000000003,-31.31308239172555
2.3560000000000003,-30.88942806622355
2.3600000000000003,-31.535668412247663
2.3640000000000003,-33.43235777600539
2.3680000000000003,-32.74740002331565
2.3720000000000003,-33.60628274217231
2.3760000000000003,-34.08414173666549
2.3800000000000003,-34.59732196567954
2.3840000000000003,-34.05869000490256
2.3880000000000003,-34.35051344758854
2.3920000000000003,-34.43313927600125
2.396,-35.0
2.4000000000000004,-35.0
2.404,-35.0
2.4080000000000004,-35.0
2.412,-35.0
2.4160000000000004,-35.0
2.42,-35.0
2.424,-35.0
2.428,-35.0
2.432,-35.0
2.436,-35.0
2.44,-35.0
2.444,-35.0
2.448,-35.0
2.452,-35.0
2.456,-35.0
2.46,-35.0
2.464,-35.0
2.468,-35.0
2.472,-35.0
2.476,-35.0
2.48,-35.0
2.484,-35.0
2.488,-35.0
2.492,-35.0
2.496,-35.0
2.5,-35.0
2.504,-35.0
2.508,-34.80732016953588
2.512,-33.61698583154656
2.516,-33.46815558587946
2.52,-32.76879694171065
2.524,-32.652764813484616
2.528,-31.480995782039255
2.532,-30.75882916700938
2.536,-30.160295250391094
2.54,-29.81306937017051
2.544,-29.44487719316476
2.548,-27.697743802275664
2.552,-27.115716406151222
2.556,-27.459850732268848
2.56,-26.470170116951582
2.564,-26.601375993130578
2.568,-24.429873897740027
2.572,-24.33483218886133
2.576,-23.983261771699933
2.58,-24.094244793302966
2.584,-22.868513413791515
2.588,-22.753300925142284
2.592,-22.639729571991342
2.596,-20.65568901582276
2.6,-20.453825421418298
