frequency,s11
2.2,-10.621276152791186
2.204,-10.801737526996583
2.208,-9.443662052704004
2.212,-9.778922264048282
2.216,-9.67529750902326
2.22,-10.245544260267064
2.224,-11.266452646906242
2.228,-10.142072204613685
2.232,-10.118591711136654
2.236,-9.450926113511043
2.24,-9.305121013931902
2.244,-10.33530277914102
2.248,-9.987008299932198
2.2520000000000002,-10.002979080979133
2.2560000000000002,-10.329257284783012
2.2600000000000002,-10.069405737270671
2.2640000000000002,-9.739539074164611
2.2680000000000002,-9.755212636684
2.2720000000000002,-9.78863438938326
2.2760000000000002,-8.71339408194045
2.2800000000000002,-9.50144692995589
2.2840000000000003,-9.511124165743652
2.2880000000000003,-9.931710704130314
2.2920000000000003,-9.174702374972483
2.2960000000000003,-9.22235875826586
2.3000000000000003,-8.523192135210794
2.3040000000000003,-8.532219949289
2.3080000000000003,-8.590322538610302
2.3120000000000003,-9.141563175145427
2.3160000000000003,-9.035301112133965
2.3200000000000003,-10.087900591709884
2.3240000000000003,-9.698483362856004
2.3280000000000003,-7.9592542060566105
2.3320000000000003,-9.643671151399863
2.3360000000000003,-9.77073646532998
2.3400000000000003,-9.637346202227029
2.3440000000000003,-10.68719855424658
2.3480000000000003,-9.623727534635073
2.3520000000000003,-10.798441474867872
2.3560000000000003,-10.830691632522987
2.3600000000000003,-11.25525402781828
2.3640000000000003,-12.34003971378631
2.3680000000000003,-12.884151216269167
2.3720000000000003,-12.117789675272123
2.3760000000000003,-12.887217457856009
2.3800000000000003,-13.724287517521939
2.3840000000000003,-14.975251228745554
2.3880000000000003,-16.01876378598629
2.3920000000000003,-17.001119484284335
2.396,-17.876725042008538
2.4000000000000004,-18.568799687163217
2.404,-18.976259765315973
2.4080000000000004,-20.435001214545633
2.412,-21.095113613267344
2.4160000000000004,-21.719315579116607
2.42,-22.867357428425596
2.424,-23.84932227726429
2.428,-24.980912531962986
2.432,-25.410124400597887
2.436,-25.870723107883503
2.44,-26.310789448989805
2.444,-26.551570201255192
2.448,-27.103363840716227
2.452,-27.521712813932833
2.456,-27.545246943382555
2.46,-26.950845801399016
2.464,-28.160690699647706
2.468,-27.69861861579893
2.472,-27.672185626836807
2.476,-26.359728381596632
2.48,-26.911604340168566
2.484,-25.449533815186374
2.488,-25.812771178118815
2.492,-25.097835344875303
2.496,-24.11998353250746
2.5,-23.50923156424576
2.504,-21.59607114082354
2.508,-22.86268131144513
2.512,-21.517703537133784
2.516,-20.26650474916659
2.52,-18.685192787254763
2.524,-18.141450672819218
2.528,-17.683350831959814
2.532,-16.41738140986022
2.536,-14.813670861714186
2.54,-13.993472287357992
2.544,-14.568110995431503
2.548,-14.490961642816693
2.552,-13.519244480327473
2.556,-12.443760330002698
2.56,-12.411503736042015
2.564,-11.316588884526091
2.568,-10.815739482749901
2.572,-10.42960853663964
2.576,-10.112704116821002
2.58,-9.046030743920422
2.584,-9.3460910421671
2.588,-9.552531725023538
2.592,-9.486081328912386
2.596,-8.756497050332758
2.6,-7.85324472881064
