frequency,s11
2.2,-18.719197479283643
2.204,-19.75172876524397
2.208,-20.27288391156335
2.212,-20.16894128332127
2.216,-21.228199216219732
2.22,-20.140634571678223
2.224,-20.479823704210762
2.228,-21.20041910965015
2.232,-21.47383191650985
2.236,-21.175631706087355
2.24,-21.85962881335893
2.244,-22.031037985075812
2.248,-23.308798689111654
2.2520000000000002,-23.560549044487257
2.2560000000000002,-23.32885145981456
2.2600000000000002,-23.82670190512639
2.2640000000000002,-23.71780154422156
2.2680000000000002,-23.636333580804155
2.2720000000000002,-26.004567791549803
2.2760000000000002,-25.13606350882248
2.2800000000000002,-24.894457045394493
2.2840000000000003,-26.082768794962192
2.2880000000000003,-26.850087024433503
2.2920000000000003,-25.879263075466284
2.2960000000000003,-26.839378272131906
2.3000000000000003,-26.892149842965207
2.3040000000000003,-28.060518336417985
2.3080000000000003,-26.90012305771658
2.3120000000000003,-27.30877234084284
2.3160000000000003,-28.707488650864875
2.3200000000000003,-28.627869749026768
2.3240000000000003,-29.710808717863237
2.3280000000000003,-29.142458918766554
2.3320000000000003,-29.887795079460766
2.3360000000000003,-29.233665081796318
2.3400000000000003,-30.01027871762765
2.3440000000000003,-29.904979454263703
2.3480000000000003,-30.929121531868226
2.3520000000000003,-30.38742288270644
2.3560000000000003,-30.515967536980376
2.3600000000000003,-31.00776828890268
2.3640000000000003,-30.131067361069366
2.3680000000000003,-31.039180807987755
2.3720000000000003,-29.909460674891715
2.3760000000000003,-30.47297382779287
2.3800000000000003,-31.198305582388006
2.3840000000000003,-31.479732151384038
2.3880000000000003,-31.686442883334664
2.3920000000000003,-30.903421089875394
2.396,-31.39262057563662
2.4000000000000004,-32.42600543855349
2.404,-32.33723825190926
2.4080000000000004,-31.80177790367487
2.412,-32.50261697548023
2.4160000000000004,-31.914956668501635
2.42,-32.28523703907838
2.424,-31.96176802828482
2.428,-31.622189431554883
2.432,-29.838067491614613
2.436,-30.576848861713216
2.44,-30.36478619270578
2.444,-29.88033468738939
2.448,-28.903330588571325
2.452,-29.475278518458985
2.456,-30.142970910177738
2.46,-28.726490072578354
2.464,-28.465212516838434
2.468,-29.180232560536435
2.472,-28.49351883250625
2.476,-29.134773619330474
2.48,-27.676821677708233
2.484,-28.456472279047762
2.488,-28.605553873630218
2.492,-28.51766770263543
2.496,-27.323101161733923
2.5,-27.622039161268034
2.504,-27.889964941944267
2.508,-28.121756453006764
2.512,-27.1787388366608
2.516,-26.805837943022205
2.52,-26.56413848634357
2.524,-27.42625661933756
2.528,-25.977051626230836
2.532,-26.2222518012714
2.536,-26.477694196537186
2.54,-25.245853172228347
2.544,-24.8885007459452
2.548,-24.850042349123694
2.552,-24.224796795081
2.556,-24.486940715602184
2.56,-24.719494725447078
2.564,-24.152869609218182
2.568,-24.423068057922645
2.572,-24.21586308083503
2.576,-23.338983478411592
2.58,-23.94080669590234
2.584,-22.784463775790208
2.588,-21.97913774149624
2.592,-21.42854416287799
2.596,-22.85297557072567
2.6,-22.202673456421202
