frequency,s11
2.2,-7.38798423600333
2.204,-8.161378105427975
2.208,-6.836626327464504
2.212,-7.964196637458847
2.216,-8.417425582596696
2.22,-7.8280402269487315
2.224,-8.822309745317533
2.228,-8.187753142505763
2.232,-7.635750468058897
2.236,-8.728204391480235
2.24,-8.497904268349416
2.244,-8.130793874554982
2.248,-7.86688403480884
2.2520000000000002,-8.691755957255804
2.2560000000000002,-9.29375627021529
2.2600000000000002,-9.427925559378924
2.2640000000000002,-9.623330768667754
2.2680000000000002,-9.71012321656508
2.2720000000000002,-10.045017032214691
2.2760000000000002,-9.961045497571979
2.2800000000000002,-10.596907439802498
2.2840000000000003,-10.600959272638615
2.2880000000000003,-11.84045503821479
2.2920000000000003,-11.436419323023609
2.2960000000000003,-12.429731105604187
2.3000000000000003,-12.348857597815329
2.3040000000000003,-12.88187400875971
2.3080000000000003,-13.964230477041685
2.3120000000000003,-14.485911379852956
2.3160000000000003,-14.118939470878304
2.3200000000000003,-15.517365938707083
2.3240000000000003,-16.229258538630006
2.3280000000000003,-16.96583481065214
2.3320000000000003,-18.08976064348113
2.3360000000000003,-18.604352313066183
2.3400000000000003,-19.457438643171127
2.3440000000000003,-19.971225910854706
2.3480000000000003,-20.154849699720554
2.3520000000000003,-22.78575378034754
2.3560000000000003,-22.406926532211617
2.3600000000000003,-24.447236881896977
2.3640000000000003,-25.571440612511836
2.3680000000000003,-26.633025917466487
2.3720000000000003,-28.127500676177885
2.3760000000000003,-28.237525991826633
2.3800000000000003,-29.07695722005369
2.3840000000000003,-31.767658183211235
2.3880000000000003,-33.12603961063374
2.3920000000000003,-34.016772971462366
2.396,-35.0
2.4000000000000004,-35.0
2.404,-35.0
2.4080000000000004,-35.0
2.412,-35.0
2.4160000000000004,-35.0
2.42,-35.0
2.424,-35.0
2.428,-35.0
2.432,-35.0
2.436,-35.0
2.44,-35.0
2.444,-35.0
2.448,-35.0
2.452,-35.0
2.456,-35.0
2.46,-35.0
2.464,-35.0
2.468,-35.0
2.472,-35.0
2.476,-35.0
2.48,-35.0
2.484,-35.0
2.488,-35.0
2.492,-35.0
2.496,-35.0
2.5,-35.0
2.504,-35.0
2.508,-33.7875327390849
2.512,-35.0
2.516,-32.46537754393913
2.52,-31.718699257477752
2.524,-30.647586782691782
2.528,-30.185657643681353
2.532,-28.63021024554863
2.536,-28.389237746144133
2.54,-26.87119776614124
2.544,-26.834069541462103
2.548,-25.67935316506219
2.552,-24.32630167711648
2.556,-23.939982877224725
2.56,-22.200191663339137
2.564,-22.35812698703239
2.568,-20.986577111369122
2.572,-21.093532153684393
2.576,-20.732014970143297
2.58,-19.501224996496088
2.584,-17.93915139084921
2.588,-17.20854029833809
2.592,-17.65258737316691
2.596,-16.171822206079884
2.6,-16.022073696652136
