frequency,s11
2.2,-6.556787670781987
2.204,-5.669994098814567
2.208,-6.1397593354515685
2.212,-6.472636634651726
2.216,-5.622934879542554
2.22,-5.356265466898857
2.224,-6.361280810615147
2.228,-6.2685145185015605
2.232,-5.949472327398425
2.236,-7.105457188506803
2.24,-6.621307284772657
2.244,-7.313328739062918
2.248,-6.848883638659146
2.2520000000000002,-7.2025625811715885
2.2560000000000002,-7.3691103399343865
2.2600000000000002,-8.162759571942367
2.2640000000000002,-8.281082487159539
2.2680000000000002,-8.889333977028228
2.2720000000000002,-9.127347084167448
2.2760000000000002,-8.904606595332083
2.2800000000000002,-9.274212603132897
2.2840000000000003,-10.153738047185769
2.2880000000000003,-10.544412297278235
2.2920000000000003,-10.767854242196789
2.2960000000000003,-11.48390860401268
2.3000000000000003,-12.078535575753722
2.3040000000000003,-11.642218467566423
2.3080000000000003,-12.614568058363991
2.3120000000000003,-13.851276856977973
2.3160000000000003,-14.43791279448523
2.3200000000000003,-14.533395503673653
2.3240000000000003,-16.205131424159777
2.3280000000000003,-15.905718892845075
2.3320000000000003,-17.495950967723147
2.3360000000000003,-17.72939631640191
2.3400000000000003,-19.098096509150277
2.3440000000000003,-20.291994063067442
2.3480000000000003,-21.305523094956214
2.3520000000000003,-21.004905716520735
2.3560000000000003,-21.21803618971779
2.3600000000000003,-22.54811501926102
2.3640000000000003,-22.712522273251686
2.3680000000000003,-23.031155499395705
2.3720000000000003,-24.42944193831175
2.3760000000000003,-23.95740175306639
2.3800000000000003,-24.62349774601282
2.3840000000000003,-25.756418188610297
2.3880000000000003,-25.065868796397567
2.3920000000000003,-25.921111260631346
2.396,-26.28275028924252
2.4000000000000004,-25.616241417323167
2.404,-26.642947461744868
2.4080000000000004,-27.28890136927664
2.412,-27.56056948672796
2.4160000000000004,-27.998232635105524
2.42,-26.811131090418478
2.424,-28.011003852697346
2.428,-28.15425579239484
2.432,-27.53643398002303
2.436,-27.53235712022099
2.44,-27.70673691615805
2.444,-26.7807430588315
2.448,-25.569566850638452
2.452,-23.724562734467458
2.456,-23.2567624758909
2.46,-21.90159914273185
2.464,-21.29089020301003
2.468,-19.32776589542877
2.472,-18.56374844783748
2.476,-16.586061809849177
2.48,-15.219129932999026
2.484,-15.349100551774404
2.488,-14.291141727756486
2.492,-13.522430021930525
2.496,-12.704397575473887
2.5,-12.910059660814815
2.504,-12.779591515639266
2.508,-13.72188126364016
2.512,-13.762972173926123
2.516,-14.97181786716568
2.52,-15.112259716330534
2.524,-13.646821540957367
2.528,-13.228294802447186
2.532,-13.595942241236104
2.536,-11.370880447824417
2.54,-10.87733860057049
2.544,-10.753068860368096
2.548,-10.082897758952921
2.552,-9.014580145407294
2.556,-8.262905960508245
2.56,-8.370871883298596
2.564,-8.18435004396132
2.568,-7.5800638028080165
2.572,-8.509930004595041
2.576,-8.24284454909176
2.58,-8.359638326222495
2.584,-7.990010809244026
2.588,-9.256055619657449
2.592,-8.076211605675496
2.596,-9.386814044718731
2.6,-8.984288447256864
