frequency,s11
2.2,-16.191257358409846
2.204,-16.341074874058506
2.208,-16.655813105217316
2.212,-17.26170130647688
2.216,-16.69194992112523
2.22,-18.84401967346033
2.224,-16.5999080175227
2.228,-17.77059610227219
2.232,-17.90920110828421
2.236,-18.28299495952966
2.24,-17.755750950629118
2.244,-18.25802232038602
2.248,-20.027508415551235
2.2520000000000002,-18.1658116856821
2.2560000000000002,-19.380661907342105
2.2600000000000002,-19.012971205549334
2.2640000000000002,-19.067861851045798
2.2680000000000002,-18.095726976848084
2.2720000000000002,-19.39683985161871
2.2760000000000002,-19.579487873508246
2.2800000000000002,-20.781797026935145
2.2840000000000003,-20.084486624184702
2.2880000000000003,-19.73397031355677
2.2920000000000003,-20.156137201164203
2.2960000000000003,-20.67978345727629
2.3000000000000003,-21.23454340561587
2.3040000000000003,-21.2207758521934
2.3080000000000003,-20.716177524644543
2.3120000000000003,-21.820917696300693
2.3160000000000003,-21.565447367433787
2.3200000000000003,-21.212364900858194
2.3240000000000003,-21.443436191630926
2.3280000000000003,-22.679367393855394
2.3320000000000003,-22.90706782183578
2.3360000000000003,-23.52910733495335
2.3400000000000003,-24.065721642740538
2.3440000000000003,-25.293767944130522
2.3480000000000003,-27.09231535966351
2.3520000000000003,-26.282588953946043
2.3560000000000003,-27.454372164407374
2.3600000000000003,-27.033573078654364
2.3640000000000003,-25.758076208618174
2.3680000000000003,-24.355131814519883
2.3720000000000003,-24.917135446488576
2.3760000000000003,-25.187052614918727
2.3800000000000003,-24.064850850052075
2.3840000000000003,-24.350547806268114
2.3880000000000003,-24.245442888017237
2.3920000000000003,-23.914952663873954
2.396,-25.678935208252103
2.4000000000000004,-24.99054303990734
2.404,-26.968522970648152
2.4080000000000004,-25.912041813144505
2.412,-26.73020109825295
2.4160000000000004,-25.593952752784308
2.42,-27.14264060071229
2.424,-26.885352272190794
2.428,-27.303601388298386
2.432,-27.60953225455444
2.436,-27.233451955660424
2.44,-26.428946431044107
2.444,-27.336667156933935
2.448,-25.90920654757187
2.452,-25.371933543597244
2.456,-25.47572678016901
2.46,-25.370477643572546
2.464,-26.182101070642315
2.468,-24.80194346375022
2.472,-23.742261902251673
2.476,-24.64789514093714
2.48,-23.787896380384403
2.484,-22.512662839860408
2.488,-23.58119130070833
2.492,-23.199709664973987
2.496,-24.317864426731035
2.5,-23.289144839852607
2.504,-25.175605278262953
2.508,-23.806911342387895
2.512,-24.47599632728275
2.516,-25.56501617214818
2.52,-24.862534842418164
2.524,-25.199481352274127
2.528,-24.224068196022827
2.532,-24.76724160173149
2.536,-24.499225843181314
2.54,-24.151418257029675
2.544,-23.824044860060223
2.548,-24.287639594822917
2.552,-25.093083129238412
2.556,-23.171003928027968
2.56,-23.52049154064339
2.564,-22.21704732797416
2.568,-22.34885684860978
2.572,-22.208636374466757
2.576,-22.35980598735698
2.58,-21.846954722913683
2.584,-20.121922080143833
2.588,-21.170997108016778
2.592,-19.630860217355643
2.596,-19.311361987649644
2.6,-19.636587021156853
