frequency,s11
2.2,-7.692651905551239
2.204,-8.888066564452487
2.208,-9.86431770244956
2.212,-10.08807638019955
2.216,-9.66472978951451
2.22,-9.570975664052146
2.224,-10.01049320558127
2.228,-11.201683938023246
2.232,-10.81820390895815
2.236,-10.95987472492418
2.24,-11.287859978896803
2.244,-12.45146491470997
2.248,-14.001983005918888
2.2520000000000002,-12.853286098586603
2.2560000000000002,-13.70715453740839
2.2600000000000002,-13.2727693091705
2.2640000000000002,-14.168118480762738
2.2680000000000002,-14.539157124484952
2.2720000000000002,-15.060765778773648
2.2760000000000002,-14.186672522627568
2.2800000000000002,-15.442974983082827
2.2840000000000003,-14.625717329546815
2.2880000000000003,-16.3581361518038
2.2920000000000003,-16.025004753121188
2.2960000000000003,-15.228646687513363
2.3000000000000003,-16.430859997435135
2.3040000000000003,-17.42686767318662
2.3080000000000003,-17.207469241613296
2.3120000000000003,-16.408347883829666
2.3160000000000003,-17.311551818283757
2.3200000000000003,-18.486820953203505
2.3240000000000003,-18.429123106999423
2.3280000000000003,-19.55834122424561
2.3320000000000003,-19.33286481997138
2.3360000000000003,-20.206926381137116
2.3400000000000003,-20.795668208349568
2.3440000000000003,-22.38733715122256
2.3480000000000003,-22.52899017021622
2.3520000000000003,-23.323846005543505
2.3560000000000003,-23.44165525197117
2.3600000000000003,-24.21963959102041
2.3640000000000003,-25.881589454971802
2.3680000000000003,-25.873544055618137
2.3720000000000003,-25.890726569896938
2.3760000000000003,-26.131084948545652
2.3800000000000003,-25.842112378843016
2.3840000000000003,-26.581635297869553
2.3880000000000003,-27.432694777839625
2.3920000000000003,-26.647285804423635
2.396,-26.779410743242337
2.4000000000000004,-26.55435088362224
2.404,-27.321369859774798
2.4080000000000004,-27.951126699461376
2.412,-27.674179619155286
2.4160000000000004,-27.42508204821224
2.42,-28.153180859748673
2.424,-28.140272345360057
2.428,-27.370398370906617
2.432,-27.612961087875714
2.436,-26.723758949872817
2.44,-26.777670891947114
2.444,-25.86922238394857
2.448,-24.766366739840404
2.452,-24.666043816987187
2.456,-24.446770626517992
2.46,-24.190380438835902
2.464,-23.246162166229833
2.468,-23.77670976904064
2.472,-23.439675003884812
2.476,-22.935657833460418
2.48,-22.939343819525117
2.484,-23.260084861371826
2.488,-21.43453135685448
2.492,-21.914082299795314
2.496,-22.26416969238537
2.5,-22.23865455197555
2.504,-21.626979593180838
2.508,-21.71071330423713
2.512,-20.32777544832504
2.516,-20.94921859834672
2.52,-21.139514984648475
2.524,-20.327276522746793
2.528,-20.116522808424318
2.532,-19.44321130336599
2.536,-19.14027482434402
2.54,-17.73178907125476
2.544,-18.479081222352878
2.548,-17.761951256741817
2.552,-17.493148490638507
2.556,-17.468993614456878
2.56,-17.118503178046417
2.564,-17.604924041159812
2.568,-16.366878307878505
2.572,-16.4144636552522
2.576,-16.008787171496497
2.58,-15.806658177008293
2.584,-15.073039557320678
2.588,-14.330417272833841
2.592,-14.536130147246515
2.596,-14.089149547816875
2.6,-13.518484984957562
