frequency,s11
2.2,-5.8689236610680195
2.204,-6.943366573865384
2.208,-6.774368052444743
2.212,-7.095054688733289
2.216,-6.104153634173305
2.22,-7.201731575817917
2.224,-8.27537679502323
2.228,-7.329869864436108
2.232,-7.660538578300713
2.236,-6.9068054074025715
2.24,-7.548757449488529
2.244,-7.204941031460007
2.248,-7.488900197450883
2.2520000000000002,-7.8199742789708475
2.2560000000000002,-7.744339903468077
2.2600000000000002,-8.15952652622727
2.2640000000000002,-8.436057885482667
2.2680000000000002,-8.571657450977957
2.2720000000000002,-8.41043226366353
2.2760000000000002,-8.387914670157596
2.2800000000000002,-8.648339063052973
2.2840000000000003,-7.967737411575996
2.2880000000000003,-9.108821500371887
2.2920000000000003,-8.424706852953816
2.2960000000000003,-8.292355221712844
2.3000000000000003,-8.331917181287368
2.3040000000000003,-8.558019787315718
2.3080000000000003,-9.197974182581326
2.3120000000000003,-8.733283759459844
2.3160000000000003,-9.554950185970238
2.3200000000000003,-9.293235290711262
2.3240000000000003,-8.793984701623657
2.3280000000000003,-9.890775086347972
2.3320000000000003,-9.89691553622275
2.3360000000000003,-9.666281841087635
2.3400000000000003,-9.864890035736254
2.3440000000000003,-11.54363151277113
2.3480000000000003,-10.926023661657432
2.3520000000000003,-12.347278518293509
2.3560000000000003,-12.153036456021379
2.3600000000000003,-13.424792851165744
2.3640000000000003,-13.568248823428837
2.3680000000000003,-15.574742584863412
2.3720000000000003,-14.891095911841859
2.3760000000000003,-16.03908787578411
2.3800000000000003,-17.385553671141984
2.3840000000000003,-17.977903925559566
2.3880000000000003,-18.456169941736402
2.3920000000000003,-18.045311114635822
2.396,-19.167576185313116
2.4000000000000004,-21.07282316613501
2.404,-21.815471525339834
2.4080000000000004,-23.32708786151177
2.412,-23.227947100468583
2.4160000000000004,-21.650257475752127
2.42,-20.726664160122372
2.424,-20.896777271557983
2.428,-19.74513476062197
2.432,-20.394754742330594
2.436,-20.06020365169057
2.44,-21.38763126394374
2.444,-22.239019982600873
2.448,-21.24136500843802
2.452,-21.440262388653768
2.456,-21.89640515274978
2.46,-22.8637383200482
2.464,-21.96039089681557
2.468,-22.371467993422016
2.472,-23.374277127646565
2.476,-22.869553448313564
2.48,-22.80194338557287
2.484,-23.30327537550594
2.488,-22.948638258051965
2.492,-22.8062676997252
2.496,-22.90745988453514
2.5,-23.027178235522502
2.504,-22.539084694420964
2.508,-22.25860344960168
2.512,-23.272180242767533
2.516,-22.483916544227405
2.52,-23.013519270217177
2.524,-22.49888349812345
2.528,-22.33086397762858
2.532,-21.722531582262423
2.536,-21.99150502212473
2.54,-20.918222109805665
2.544,-20.791378565326582
2.548,-19.593536013678225
2.552,-19.383815357594067
2.556,-18.528268536408376
2.56,-17.61779877028094
2.564,-17.69896826253068
2.568,-17.038655584070806
2.572,-16.347856221645376
2.576,-15.418824536073421
2.58,-14.920867776163991
2.584,-13.791470036649851
2.588,-14.621788346421036
2.592,-13.215580034761944
2.596,-11.317800157504971
2.6,-12.393166595938672
