frequency,s11
2.2,-12.196665516503524
2.204,-12.430891621828104
2.208,-12.618663419737972
2.212,-12.86450474505531
2.216,-12.65443853923328
2.22,-13.647353400744334
2.224,-12.661200914692271
2.228,-13.950233435915147
2.232,-13.762466470639417
2.236,-14.876673192800016
2.24,-15.329018060312938
2.244,-15.4801794138149
2.248,-16.32444090691869
2.2520000000000002,-17.411949777557474
2.2560000000000002,-16.42660055493473
2.2600000000000002,-17.81376263476704
2.2640000000000002,-17.70659274098969
2.2680000000000002,-18.14735254949297
2.2720000000000002,-18.512124198888156
2.2760000000000002,-18.572105314149432
2.2800000000000002,-19.20216424210837
2.2840000000000003,-20.367077787248128
2.2880000000000003,-20.540372139910513
2.2920000000000003,-20.508704886336805
2.2960000000000003,-20.7805583209682
2.3000000000000003,-22.041456340376097
2.3040000000000003,-22.866478560679
2.3080000000000003,-22.916625309354153
2.3120000000000003,-22.91431235759543
2.3160000000000003,-25.086259757053202
2.3200000000000003,-24.51067664287095
2.3240000000000003,-26.040233710127808
2.3280000000000003,-26.240190510843288
2.3320000000000003,-25.58697190720751
2.3360000000000003,-26.337789880398766
2.3400000000000003,-28.20512447047381
2.3440000000000003,-27.705668503583105
2.3480000000000003,-30.301281136798625
2.3520000000000003,-30.117232510790704
2.3560000000000003,-29.84066526365408
2.3600000000000003,-30.686054340264576
2.3640000000000003,-31.469718784444893
2.3680000000000003,-31.8829841288982
2.3720000000000003,-32.07450101108016
2.3760000000000003,-31.414831051785537
2.3800000000000003,-31.846554175307194
2.3840000000000003,-33.36669403796351
2.3880000000000003,-32.7075189281055
2.3920000000000003,-32.55765517260405
2.396,-33.55942251633051
2.4000000000000004,-33.87394469109936
2.404,-33.89830238468819
2.4080000000000004,-33.536303105251584
2.412,-33.470224513402606
2.4160000000000004,-34.868120377929465
2.42,-34.9436858618799
2.424,-35.0
2.428,-34.33998567571712
2.432,-34.075246601007414
2.436,-34.01752161342592
2.44,-34.26222735317574
2.444,-34.93866654258975
2.448,-35.0
2.452,-33.5459881758748
2.456,-35.0
2.46,-34.08218331580939
2.464,-33.45639123562651
2.468,-34.32686820446425
2.472,-35.0
2.476,-33.470408085810014
2.48,-34.15192393049041
2.484,-33.51004734854524
2.488,-32.689784027495264
2.492,-31.948136484223596
2.496,-32.2009409481589
2.5,-32.66506045492545
2.504,-31.86344483700449
2.508,-31.707266935809166
2.512,-31.021329924183263
2.516,-31.510949950949506
2.52,-31.369685527835003
2.524,-30.73595752689586
2.528,-30.528607666615876
2.532,-30.475567097458963
2.536,-31.013461208188296
2.54,-31.132160147783857
2.544,-31.03240517118784
2.548,-31.404336511307246
2.552,-30.987637395221746
2.556,-30.838668071464333
2.56,-29.772843086218494
2.564,-28.774120699020443
2.568,-27.05205644396174
2.572,-25.798064714765243
2.576,-25.640196567403336
2.58,-23.957068937012178
2.584,-23.325102373946795
2.588,-21.97246891016295
2.592,-22.479351156440572
2.596,-20.1244540044034
2.6,-20.675686444924676
