frequency,s11
2.2,-9.727985231521377
2.204,-11.51148631259522
2.208,-11.378395511373732
2.212,-12.370663395659456
2.216,-12.60495886390613
2.22,-11.75389139998836
2.224,-13.047553015540553
2.228,-12.453144386906722
2.232,-12.95970649473138
2.236,-12.700140608766121
2.24,-12.502778642585087
2.244,-12.544636203465767
2.248,-11.229637212622492
2.2520000000000002,-11.706338365367426
2.2560000000000002,-11.478415298264116
2.2600000000000002,-10.719353054263737
2.2640000000000002,-10.879192570072128
2.2680000000000002,-11.211950826246165
2.2720000000000002,-11.442038257678666
2.2760000000000002,-11.359980400391068
2.2800000000000002,-11.255867163422922
2.2840000000000003,-11.523773844801926
2.2880000000000003,-12.108536946440914
2.2920000000000003,-12.109737929941264
2.2960000000000003,-11.848695325075353
2.3000000000000003,-12.990199218921989
2.3040000000000003,-12.004089554033694
2.3080000000000003,-13.056664806717187
2.3120000000000003,-12.198721972659461
2.3160000000000003,-12.587010605807677
2.3200000000000003,-13.41087363986731
2.3240000000000003,-13.392329277901181
2.3280000000000003,-14.613777691208114
2.3320000000000003,-13.60206988258616
2.3360000000000003,-14.044378197746827
2.3400000000000003,-14.854081454180198
2.3440000000000003,-13.938092580903774
2.3480000000000003,-15.482259324026833
2.3520000000000003,-15.313263430147675
2.3560000000000003,-14.905773275806078
2.3600000000000003,-15.930709165904497
2.3640000000000003,-15.33432536520145
2.3680000000000003,-15.89782960137419
2.3720000000000003,-16.073803285574336
2.3760000000000003,-17.602729525075517
2.3800000000000003,-18.044926184557642
2.3840000000000003,-16.777654111988273
2.3880000000000003,-17.873717445503562
2.3920000000000003,-18.174586017271153
2.396,-18.053373596505235
2.4000000000000004,-17.867956483706962
2.404,-19.54184983308843
2.4080000000000004,-18.5337444840807
2.412,-19.357572368252224
2.4160000000000004,-20.210029753754203
2.42,-20.669498957137016
2.424,-21.993763347194207
2.428,-21.707296314606086
2.432,-21.87259631345686
2.436,-23.123823954622694
2.44,-24.18560963968101
2.444,-24.0450132994305
2.448,-24.372867333662345
2.452,-25.480665846166342
2.456,-26.371001281797604
2.46,-26.872867461858217
2.464,-27.48042098922834
2.468,-28.30468827281627
2.472,-28.46384683092969
2.476,-28.575953561833828
2.48,-28.65811877406335
2.484,-29.42115925983294
2.488,-29.694045816418747
2.492,-30.34592902722763
2.496,-30.237992304075817
2.5,-29.430425095755513
2.504,-30.12758828322715
2.508,-29.467642887298727
2.512,-29.461852150076577
2.516,-30.015507433252683
2.52,-29.270141716410865
2.524,-28.01673072591961
2.528,-28.302724130257793
2.532,-28.262788443233973
2.536,-28.65565458636808
2.54,-27.92602509757779
2.544,-27.252462943272107
2.548,-26.79048553577738
2.552,-26.891529024938716
2.556,-26.193337452010677
2.56,-26.056927578297152
2.564,-26.22516357725354
2.568,-26.299887368446917
2.572,-26.31934307146521
2.576,-24.903355579276738
2.58,-24.368379478458348
2.584,-24.115302182229414
2.588,-24.533689533162075
2.592,-23.341618509081837
2.596,-23.205082754875008
2.6,-22.82530752835272
