frequency,s11
2.2,-9.812025966059029
2.204,-10.91246724013557
2.208,-11.11958802244457
2.212,-11.451651084777236
2.216,-11.99347814247234
2.22,-12.828725714844987
2.224,-12.624097040784234
2.228,-14.593186102826339
2.232,-14.17211932868412
2.236,-14.90274715700096
2.24,-16.199535821222245
2.244,-17.357426247092086
2.248,-19.106850279511477
2.2520000000000002,-19.19551048963986
2.2560000000000002,-20.65688817932022
2.2600000000000002,-21.42778753506159
2.2640000000000002,-23.154454872636503
2.2680000000000002,-25.412348659157352
2.2720000000000002,-25.511109934684374
2.2760000000000002,-26.199974549335145
2.2800000000000002,-28.270063940643972
2.2840000000000003,-29.859003599374372
2.2880000000000003,-29.37286415870203
2.2920000000000003,-31.626449545597083
2.2960000000000003,-31.325687081899016
2.3000000000000003,-31.734936113193847
2.3040000000000003,-32.10661528954692
2.3080000000000003,-32.93384238239607
2.3120000000000003,-32.448782202345136
2.3160000000000003,-33.069550920349975
2.3200000000000003,-32.52562059979741
2.3240000000000003,-32.390249226287885
2.3280000000000003,-34.25494927363873
2.3320000000000003,-33.323524178646636
2.3360000000000003,-34.946904253538285
2.3400000000000003,-35.0
2.3440000000000003,-35.0
2.3480000000000003,-34.351776515900454
2.3520000000000003,-35.0
2.3560000000000003,-35.0
2.3600000000000003,-35.0
2.3640000000000003,-35.0
2.3680000000000003,-35.0
2.3720000000000003,-33.98296584041269
2.3760000000000003,-35.0
2.3800000000000003,-35.0
2.3840000000000003,-35.0
2.3880000000000003,-34.77152092969318
2.3920000000000003,-33.90090313091281
2.396,-33.933295139265866
2.4000000000000004,-34.02740771637697
2.404,-32.89296552703621
2.4080000000000004,-31.874948097022635
2.412,-30.762230510027642
2.4160000000000004,-30.991580756004648
2.42,-29.30109224081488
2.424,-28.071930906015208
2.428,-27.48325264791245
2.432,-27.799863817670207
2.436,-25.640680543487807
2.44,-26.124676287039122
2.444,-24.069476055365197
2.448,-23.598064672664076
2.452,-22.19577295873455
2.456,-21.125119882858552
2.46,-20.85935895938366
2.464,-20.49431517728309
2.468,-19.421946223247428
2.472,-18.619711262858665
2.476,-16.791232082460805
2.48,-16.30889640744948
2.484,-16.256213604110425
2.488,-15.66597071538293
2.492,-14.90452398454146
2.496,-13.53232325235034
2.5,-12.758157791197219
2.504,-13.207911736996566
2.508,-12.593905636290897
2.512,-11.344130218946866
2.516,-12.093315251496705
2.52,-11.099475133825896
2.524,-9.999379469673837
2.528,-10.177965384349518
2.532,-10.99715066943661
2.536,-10.663679466738778
2.54,-11.126039328864476
2.544,-11.654642711436384
2.548,-11.987395474520197
2.552,-12.56841468740787
2.556,-10.460391994995694
2.56,-11.464199147099
2.564,-12.520653259112061
2.568,-11.99120415046342
2.572,-12.990591338773008
2.576,-12.483420759116017
2.58,-12.728655804526044
2.584,-12.51885884212315
2.588,-11.72168810283731
2.592,-10.992998528024227
2.596,-11.26197289408736
2.6,-10.451892859112803
