frequency,s11
2.2,-7.262067949628308
2.204,-7.313348213819847
2.208,-6.93282700789997
2.212,-7.216527475190378
2.216,-7.32716952960136
2.22,-8.082833854882345
2.224,-6.994624853489832
2.228,-7.692281506226063
2.232,-7.763121397735686
2.236,-7.6476114420133525
2.24,-6.824047874534056
2.244,-6.6187364865558
2.248,-6.756909310898081
2.2520000000000002,-7.462502325707205
2.2560000000000002,-6.551040162474195
2.2600000000000002,-6.452273238529756
2.2640000000000002,-5.434325888661032
2.2680000000000002,-6.097957445340128
2.2720000000000002,-6.861050017034923
2.2760000000000002,-7.281594817918836
2.2800000000000002,-6.480946305721448
2.2840000000000003,-6.800755471182083
2.2880000000000003,-6.838680863241829
2.2920000000000003,-7.101727806186044
2.2960000000000003,-6.911791219715289
2.3000000000000003,-6.750493853921792
2.3040000000000003,-8.782989032142554
2.3080000000000003,-8.121675212367208
2.3120000000000003,-8.504671385391633
2.3160000000000003,-8.235909820066077
2.3200000000000003,-9.372343683013682
2.3240000000000003,-9.31926309762169
2.3280000000000003,-9.89854418202408
2.3320000000000003,-10.003379893184023
2.3360000000000003,-10.522326167229476
2.3400000000000003,-10.95151953956234
2.3440000000000003,-11.684701849746473
2.3480000000000003,-11.524991251597568
2.3520000000000003,-12.164526682418389
2.3560000000000003,-13.471817981416475
2.3600000000000003,-13.618261007744556
2.3640000000000003,-14.288862109021121
2.3680000000000003,-16.105112606555732
2.3720000000000003,-16.74352117581231
2.3760000000000003,-17.314568664968004
2.3800000000000003,-17.610725812085644
2.3840000000000003,-17.331473838954064
2.3880000000000003,-16.635188887159014
2.3920000000000003,-17.12300721034605
2.396,-16.65167942387168
2.4000000000000004,-17.44180618613772
2.404,-17.565721993609905
2.4080000000000004,-18.505864347799864
2.412,-18.946927412505786
2.4160000000000004,-19.14017501315271
2.42,-19.80003867222456
2.424,-21.04390655173304
2.428,-21.483941281096865
2.432,-22.379086729092876
2.436,-24.590209369655856
2.44,-23.864346656834208
2.444,-25.64893680219088
2.448,-26.861308579660726
2.452,-28.521132236220026
2.456,-29.345388714037504
2.46,-30.690224900437897
2.464,-30.611078025721227
2.468,-31.61411939212332
2.472,-32.35951140625415
2.476,-31.98460979505734
2.48,-33.16116984021977
2.484,-32.864022005987714
2.488,-33.78475269336456
2.492,-33.45177257502482
2.496,-33.39360286654811
2.5,-32.39961461803352
2.504,-31.679930792589072
2.508,-32.36809013884359
2.512,-33.270754055996484
2.516,-33.1728380124581
2.52,-32.63750699854947
2.524,-33.309851740046824
2.528,-32.24542127399361
2.532,-31.174339064976493
2.536,-29.866943481832745
2.54,-27.697327919435246
2.544,-26.95948290246297
2.548,-23.91326306005924
2.552,-22.714615523645225
2.556,-20.93402928985774
2.56,-20.43184204972505
2.564,-19.10185241014583
2.568,-17.77002654726706
2.572,-16.587750151054127
2.576,-16.15787100612385
2.58,-15.41226555614867
2.584,-14.809934907271211
2.588,-14.218040136385923
2.592,-14.343098518504304
2.596,-12.781576174341621
2.6,-12.605677770415074
