frequency,s11
2.2,-10.155866543952275
2.204,-10.262001350949394
2.208,-10.675656226412235
2.212,-11.501308622214868
2.216,-12.893392755896809
2.22,-12.518774101063544
2.224,-12.564090364025292
2.228,-13.181907849294719
2.232,-13.190391610293647
2.236,-13.662446165906092
2.24,-13.65034187086726
2.244,-14.255650077349248
2.248,-14.184102337027815
2.2520000000000002,-14.705851510156627
2.2560000000000002,-14.280590175711417
2.2600000000000002,-15.029650603519586
2.2640000000000002,-15.32723922189722
2.2680000000000002,-15.72535216991707
2.2720000000000002,-16.32520064490879
2.2760000000000002,-15.590961522773831
2.2800000000000002,-16.43220092895679
2.2840000000000003,-16.790861962780134
2.2880000000000003,-17.6328818427952
2.2920000000000003,-19.14745199747705
2.2960000000000003,-19.808077415916802
2.3000000000000003,-20.22023702478589
2.3040000000000003,-20.937769731658477
2.3080000000000003,-23.13467879761431
2.3120000000000003,-23.82511249162835
2.3160000000000003,-26.37130855103317
2.3200000000000003,-27.26026508694995
2.3240000000000003,-28.041289883306657
2.3280000000000003,-28.530876238589922
2.3320000000000003,-30.734664550294898
2.3360000000000003,-32.44510702910931
2.3400000000000003,-33.553626963359335
2.3440000000000003,-32.40309999225659
2.3480000000000003,-34.07316992134001
2.3520000000000003,-35.0
2.3560000000000003,-35.0
2.3600000000000003,-35.0
2.3640000000000003,-35.0
2.3680000000000003,-35.0
2.3720000000000003,-35.0
2.3760000000000003,-35.0
2.3800000000000003,-35.0
2.3840000000000003,-35.0
2.3880000000000003,-35.0
2.3920000000000003,-35.0
2.396,-34.353873285706094
2.4000000000000004,-33.76538275969627
2.404,-32.82480268933381
2.4080000000000004,-32.47357361999881
2.412,-30.624238076382625
2.4160000000000004,-28.27460170185256
2.42,-28.032446148382594
2.424,-27.889463301920568
2.428,-25.88328034195319
2.432,-24.30071545271321
2.436,-21.820712526604762
2.44,-21.91283963128156
2.444,-19.807385049093643
2.448,-20.044683522259795
2.452,-18.428301716908123
2.456,-16.653867884092595
2.46,-15.825500657932546
2.464,-14.827498144124466
2.468,-15.159468155138473
2.472,-14.146962400048702
2.476,-13.741533003491893
2.48,-13.414903090229265
2.484,-12.595035495043538
2.488,-12.600558706222436
2.492,-12.2680223948064
2.496,-12.384952872776156
2.5,-11.184146357194289
2.504,-11.756726742554406
2.508,-11.800631040002619
2.512,-10.941622595497297
2.516,-11.382463990720064
2.52,-11.222912174939768
2.524,-10.636451946143314
2.528,-10.348800998166713
2.532,-9.816671629013552
2.536,-10.216426291495118
2.54,-9.440463328171582
2.544,-9.735577444260201
2.548,-9.754320934565456
2.552,-9.21140886333762
2.556,-9.288559965239587
2.56,-8.428805624831604
2.564,-7.955260330387601
2.568,-8.551586864051142
2.572,-7.9351367575706275
2.576,-8.06007987215843
2.58,-7.475860259203466
2.584,-8.938068717889479
2.588,-8.554344879980114
2.592,-8.080003655123223
2.596,-6.81869677363316
2.6,-7.915477263775401
