frequency,s11
2.2,-10.596850229482143
2.204,-10.046782684529196
2.208,-10.217264515195593
2.212,-10.124144420954536
2.216,-10.780132094087357
2.22,-10.737286062240875
2.224,-10.880663984836135
2.228,-10.677184141338342
2.232,-11.839926294575543
2.236,-12.308562784902826
2.24,-12.644578327060422
2.244,-13.08453582033358
2.248,-14.387377041157052
2.2520000000000002,-14.7542956300946
2.2560000000000002,-14.764561565959736
2.2600000000000002,-15.230039141382777
2.2640000000000002,-16.245651900532
2.2680000000000002,-16.333292520183097
2.2720000000000002,-17.512300549554375
2.2760000000000002,-18.959973177345123
2.2800000000000002,-19.098195787270914
2.2840000000000003,-19.364991366418938
2.2880000000000003,-21.05381252023275
2.2920000000000003,-22.60278618052741
2.2960000000000003,-23.430375163725806
2.3000000000000003,-24.38991574647783
2.3040000000000003,-25.961084574653132
2.3080000000000003,-26.758156109394722
2.3120000000000003,-27.133940453004378
2.3160000000000003,-28.786536854857694
2.3200000000000003,-29.036083613087246
2.3240000000000003,-30.439581565929913
2.3280000000000003,-33.27093897958446
2.3320000000000003,-32.22741714783379
2.3360000000000003,-32.19561336843855
2.3400000000000003,-32.13956609605444
2.3440000000000003,-32.42962550963894
2.3480000000000003,-32.86016225553028
2.3520000000000003,-32.533446471525174
2.3560000000000003,-33.3013022583793
2.3600000000000003,-33.283825495943724
2.3640000000000003,-33.41686173984131
2.3680000000000003,-33.10137259395976
2.3720000000000003,-33.11919780362883
2.3760000000000003,-32.839084693836114
2.3800000000000003,-33.51873055848028
2.3840000000000003,-33.403669734644915
2.3880000000000003,-33.69173354335967
2.3920000000000003,-34.10962253877335
2.396,-34.22028831141355
2.4000000000000004,-34.47205932527912
2.404,-33.23856724095614
2.4080000000000004,-33.51657532246158
2.412,-34.06596310634394
2.4160000000000004,-33.07041965895508
2.42,-33.60416522046423
2.424,-33.388084385270645
2.428,-33.525362873824776
2.432,-32.72874811699527
2.436,-32.136761511742684
2.44,-32.982816657401536
2.444,-31.258363374384558
2.448,-31.21127713077228
2.452,-30.00110374697019
2.456,-31.78670330152107
2.46,-29.77462111917378
2.464,-28.637764393603742
2.468,-28.39152107944513
2.472,-29.249429439568114
2.476,-28.22187820447515
2.48,-27.536527848537435
2.484,-26.47880705006635
2.488,-26.546151308038155
2.492,-25.346404214154315
2.496,-26.019542133201277
2.5,-24.344747289055203
2.504,-22.683769809826913
2.508,-23.17090817031444
2.512,-21.476519759171495
2.516,-20.977047422980394
2.52,-20.21458616422712
2.524,-20.210839513279137
2.528,-18.005481446752103
2.532,-17.579829122861078
2.536,-17.482541923990134
2.54,-17.12324818360663
2.544,-16.366397190396363
2.548,-14.941428028673963
2.552,-14.01838611405932
2.556,-13.81735354594188
2.56,-12.581662336767366
2.564,-12.964484952013974
2.568,-12.311621800983156
2.572,-11.86806696420314
2.576,-11.332349176589753
2.58,-10.532313093107952
2.584,-9.779325469591273
2.588,-10.262016698257153
2.592,-10.130363261743968
2.596,-9.155950780773468
2.6,-9.743743112641647
