frequency,s11
2.2,-15.273517678432391
2.204,-14.685732701318779
2.208,-15.932876048801306
2.212,-16.17060369292637
2.216,-16.20950453854113
2.22,-16.76056938856444
2.224,-16.674538623259437
2.228,-15.759240077521216
2.232,-15.295009023387928
2.236,-15.799579408680001
2.24,-16.18101024061057
2.244,-15.788085938426839
2.248,-14.80632754749435
2.2520000000000002,-14.661600361499652
2.2560000000000002,-14.522114978041573
2.2600000000000002,-13.51366789783621
2.2640000000000002,-14.227405369475667
2.2680000000000002,-15.623142399746557
2.2720000000000002,-15.49870890561065
2.2760000000000002,-16.032224068580483
2.2800000000000002,-16.032909818657913
2.2840000000000003,-16.785425239046308
2.2880000000000003,-16.937612698218224
2.2920000000000003,-18.03873399884804
2.2960000000000003,-17.75414574727932
2.3000000000000003,-17.937558840431528
2.3040000000000003,-17.643511761829604
2.3080000000000003,-18.333406586634737
2.3120000000000003,-16.983742235346952
2.3160000000000003,-17.743369336321305
2.3200000000000003,-18.11476879534935
2.3240000000000003,-18.3332651590037
2.3280000000000003,-17.26419829987822
2.3320000000000003,-18.039358934047765
2.3360000000000003,-17.21268691405828
2.3400000000000003,-17.772098259229136
2.3440000000000003,-18.511038192545204
2.3480000000000003,-18.779634517229542
2.3520000000000003,-19.224334557228666
2.3560000000000003,-20.046635103815007
2.3600000000000003,-18.884686722329306
2.3640000000000003,-18.8925511874033
2.3680000000000003,-19.720658195930124
2.3720000000000003,-20.08338099601976
2.3760000000000003,-20.351632125423112
2.3800000000000003,-20.798278993040782
2.3840000000000003,-21.451529575485445
2.3880000000000003,-21.524771793205897
2.3920000000000003,-21.705932581458008
2.396,-21.225509399015415
2.4000000000000004,-22.919149047405533
2.404,-22.948655956180197
2.4080000000000004,-23.865906309578495
2.412,-24.097509814165946
2.4160000000000004,-24.26547931870937
2.42,-24.40268958907654
2.424,-24.728183363479612
2.428,-24.31448394077532
2.432,-24.244147436982114
2.436,-24.3488931629219
2.44,-24.14873062458576
2.444,-23.93977425205886
2.448,-23.09078086622483
2.452,-23.529672208548096
2.456,-23.753208429271666
2.46,-23.784187829515414
2.464,-23.270582181109454
2.468,-23.575182288587936
2.472,-23.64057206164705
2.476,-23.25475351166796
2.48,-23.641356316179767
2.484,-22.990464189775775
2.488,-23.475798105200102
2.492,-23.729100919456233
2.496,-22.93793324108676
2.5,-24.275379914760006
2.504,-23.337973524171854
2.508,-23.063265209228568
2.512,-22.564769878524004
2.516,-22.778400536555058
2.52,-21.392336416955416
2.524,-22.299546080008902
2.528,-21.18657182580704
2.532,-21.30136514300963
2.536,-22.159095416810068
2.54,-21.354428451311843
2.544,-22.088655694067597
2.548,-21.135194683417357
2.552,-20.640981663167636
2.556,-20.390890088392712
2.56,-20.457992186247072
2.564,-20.18474421738622
2.568,-19.790297576991744
2.572,-19.366227616200668
2.576,-18.548348963824267
2.58,-19.542849744241114
2.584,-18.88268901303535
2.588,-19.321116256199076
2.592,-18.3738798301693
2.596,-18.267128640458598
2.6,-17.684729056637973
