frequency,s11
2.2,-5.973874033534706
2.204,-6.32504249838373
2.208,-6.515002877483331
2.212,-6.591640122271666
2.216,-6.722140790925331
2.22,-6.953149990659601
2.224,-6.919185790142946
2.228,-6.945286696823113
2.232,-7.519838303018535
2.236,-6.955694487727243
2.24,-7.551205393391811
2.244,-7.632505445634941
2.248,-7.833592247407044
2.2520000000000002,-7.411584851337328
2.2560000000000002,-8.814087636585585
2.2600000000000002,-7.731714002527247
2.2640000000000002,-7.797150547423258
2.2680000000000002,-9.37917934326926
2.2720000000000002,-9.340514332080067
2.2760000000000002,-8.780229332113207
2.2800000000000002,-9.871616363970022
2.2840000000000003,-9.487061871126684
2.2880000000000003,-11.033647576272372
2.2920000000000003,-11.517625521807817
2.2960000000000003,-10.662045226809884
2.3000000000000003,-11.816035968165707
2.3040000000000003,-11.730083970988236
2.3080000000000003,-12.422432568937749
2.3120000000000003,-13.91520104439156
2.3160000000000003,-14.647889052063633
2.3200000000000003,-13.922615555408859
2.3240000000000003,-15.10956992415634
2.3280000000000003,-15.884273173197867
2.3320000000000003,-16.410926332170337
2.3360000000000003,-17.50312460093001
2.3400000000000003,-17.705683670309387
2.3440000000000003,-18.105738472571325
2.3480000000000003,-19.945000460859806
2.3520000000000003,-21.25475003208744
2.3560000000000003,-21.191274800627845
2.3600000000000003,-21.97949780531314
2.3640000000000003,-22.73199272896982
2.3680000000000003,-23.897458459553782
2.3720000000000003,-24.215096450742664
2.3760000000000003,-25.88826966926335
2.3800000000000003,-25.62957610318297
2.3840000000000003,-27.469316155814326
2.3880000000000003,-28.683332769019177
2.3920000000000003,-29.77201585280057
2.396,-30.22721889028475
2.4000000000000004,-30.74393663544117
2.404,-31.702233166434777
2.4080000000000004,-32.283846309233304
2.412,-33.295840904869415
2.4160000000000004,-34.78406022547941
2.42,-34.40575997926368
2.424,-35.0
2.428,-35.0
2.432,-35.0
2.436,-35.0
2.44,-35.0
2.444,-35.0
2.448,-35.0
2.452,-35.0
2.456,-35.0
2.46,-35.0
2.464,-35.0
2.468,-35.0
2.472,-35.0
2.476,-35.0
2.48,-35.0
2.484,-35.0
2.488,-35.0
2.492,-35.0
2.496,-35.0
2.5,-34.716405787543046
2.504,-33.66988207661934
2.508,-32.29676405775029
2.512,-30.648555027544223
2.516,-30.49255266351509
2.52,-28.82943349306622
2.524,-27.29464503040465
2.528,-26.50689471623452
2.532,-25.892201626031348
2.536,-25.374042843329676
2.54,-23.605061334880773
2.544,-22.497872141941695
2.548,-21.94459421781837
2.552,-21.535076462119616
2.556,-19.792809711825413
2.56,-19.347046638243597
2.564,-17.35779101482824
2.568,-17.333980781209625
2.572,-17.58676613598744
2.576,-15.7117378067419
2.58,-15.506854018911676
2.584,-14.633310441735306
2.588,-14.864935575698649
2.592,-12.769758801795762
2.596,-13.489863502945322
2.6,-12.064558974401109
