frequency,s11
2.2,-7.6141990646857485
2.204,-8.69728257168434
2.208,-8.060465519094608
2.212,-7.896123423377503
2.216,-8.530705996069972
2.22,-8.147199349400209
2.224,-7.235940181459018
2.228,-7.855907312853947
2.232,-8.552175505213427
2.236,-7.6477778912292305
2.24,-7.476000959090888
2.244,-7.353765714734977
2.248,-8.23454230439618
2.2520000000000002,-7.345862718280694
2.2560000000000002,-7.521755826139422
2.2600000000000002,-7.642758925516723
2.2640000000000002,-6.963331923829521
2.2680000000000002,-7.926769716470793
2.2720000000000002,-7.868365269997645
2.2760000000000002,-8.28964237986999
2.2800000000000002,-8.282811789495694
2.2840000000000003,-8.216036848360798
2.2880000000000003,-8.228295541729976
2.2920000000000003,-8.691874138326133
2.2960000000000003,-8.717842620745598
2.3000000000000003,-8.314184117759817
2.3040000000000003,-10.021856162650149
2.3080000000000003,-10.242175663196315
2.3120000000000003,-10.04775921509963
2.3160000000000003,-9.759966745680872
2.3200000000000003,-9.866631541844505
2.3240000000000003,-10.763232007181273
2.3280000000000003,-10.036160685502088
2.3320000000000003,-10.680716126649946
2.3360000000000003,-10.46920635612588
2.3400000000000003,-10.6985519314525
2.3440000000000003,-11.189280930486122
2.3480000000000003,-11.069890075490783
2.3520000000000003,-10.668988394762401
2.3560000000000003,-10.671138957661794
2.3600000000000003,-10.067568824584635
2.3640000000000003,-10.641978101096758
2.3680000000000003,-10.74269000956651
2.3720000000000003,-10.958719624144265
2.3760000000000003,-12.322243147839005
2.3800000000000003,-11.20140506327471
2.3840000000000003,-11.574466224078655
2.3880000000000003,-13.383017471846696
2.3920000000000003,-12.734268692879237
2.396,-14.525222874769886
2.4000000000000004,-15.752130016428143
2.404,-15.984010162006765
2.4080000000000004,-18.76428473094532
2.412,-19.039508717959823
2.4160000000000004,-19.62583784131754
2.42,-21.082163452321584
2.424,-23.067192989928508
2.428,-25.032561653649385
2.432,-26.32200422640265
2.436,-26.24957812912871
2.44,-29.486501614827056
2.444,-29.121587029115677
2.448,-31.615200098429636
2.452,-32.802968116568145
2.456,-33.64072620321984
2.46,-34.967312019920605
2.464,-35.0
2.468,-35.0
2.472,-35.0
2.476,-35.0
2.48,-35.0
2.484,-35.0
2.488,-35.0
2.492,-35.0
2.496,-35.0
2.5,-35.0
2.504,-35.0
2.508,-33.277725596259366
2.512,-32.32109836220184
2.516,-31.743199290248977
2.52,-30.36084439188513
2.524,-29.375899660253474
2.528,-27.767628545036228
2.532,-25.440544691320092
2.536,-24.82796070790047
2.54,-23.751703345605964
2.544,-22.145958505781458
2.548,-20.56706944921117
2.552,-19.183933162652856
2.556,-19.604407259066747
2.56,-17.101793167593183
2.564,-15.550790775278937
2.568,-14.950693990369437
2.572,-14.098424035645332
2.576,-13.905012990587949
2.58,-12.14187421068354
2.584,-11.790219264868353
2.588,-11.172244641997978
2.592,-10.45493556214041
2.596,-10.537332091835475
2.6,-10.691656200170074
